window,track,title,platform,author,identity_confidence,evidence_urls,channel_raw,coarse_genre,official_blurb,reader_synopsis,trope_tags,one_liner,name_conflict,not_found,corpus_folder_ptr,ledger_kind,origin,authority,source_report,ingested_at
w04,ST-001,参加恋综，这个小鲜肉过分接地气,阅文系公开页,不是蒜是水仙,中,证据：QQ阅读公开页、阅文推荐页。,都市／娱乐明星。,恋综综艺切入的文娱反差喜剧文。,节录——“身为被阉割的选秀时代余孽……意外觉醒了一个‘接地气’系统。”,顾怀安本来是没出道成的选秀遗珠，好不容易上恋综，结果激活了一个越“接地气”越能加唱功、乐理、演技的系统。于是恋综现场别人在精致营业，他在嗑瓜子、吃路边摊、跳广场舞。主冲突也因此很明确：他一边靠反差人设疯狂吸睛，一边又被节目和感情关系推着往真正的明星位置上走。,"恋综文娱｜书名就把“恋综”写死了｜把握高｜依据类型＝书页。   
接地气系统｜简介核心设定｜把握高｜依据类型＝简介。   
反差喜剧｜帅哥却老干最土最日常的事，反差感是卖点也是冲突源｜把握高｜依据类型＝简介。",不是恋综小鲜肉，是恋综泥石流。,未见明显同名冲突；但我这次拿到的公开证据以阅文推荐页为主，不是最标准的书页直出。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,双穿，从当个倒爷开始,起点中文网,难得问候,高,证据：起点书页、起点检索页。,仙侠小说。,现代与异世界来回倒卖资源的双穿发财文。,节录——“普通小市民陈风意外获得了一幅能够前往异世界的画卷。”,陈风本来只是普通人，突然得到一幅能把他送进异世界的画卷。开局最大的机会，就是两个世界物资差价巨大：异世界的普通矿石，运回现代可能就是战略级好东西。所以他干脆从“倒爷”做起，靠来回倒卖一步步做大。主冲突就是双世界之间的资源、身份和风险怎么平衡。,"双穿｜题名和简介都点明双世界往返｜把握高｜依据类型＝书页/简介。   
交易流｜“倒爷”就是核心行动模式｜把握高｜依据类型＝书页。   
资源差套利｜简介明确说两个世界物资价值悬殊｜把握高｜依据类型＝简介。",不是打怪先，先做跨世界贸易。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,叩问仙道,起点中文网,雨打青石,高,证据：起点书页、起点检索页。,仙侠。,凡人误入仙道、一步步挣扎求生的正统修仙文。,节录——“一个凡人少年因为一次意外而误入仙道，在求仙路上挣扎前行。”,这书是很标准的“凡人入仙门”开局。主角原本只是普通少年，因为一次意外踏上修仙路，之后面对的不是开挂平推，而是“仙路难于登天”的持续挣扎。开局冲突就是资质、资源、风险都不占优，想活下去都难，更别说求道长生，所以读起来偏慢热、偏苦修。,"凡人流修仙｜简介明确“凡人少年误入仙道”｜把握高｜依据类型＝简介。   
苦修求道｜简介直接写“挣扎前行”“求道之心不减”｜把握高｜依据类型＝简介。   
慢热长线｜连载规模很大，简介调子也不是爽推型｜把握中｜依据类型＝书页/简介。",不是爽修仙，是一路咬牙熬上去。,存在《叩问仙道1》之类近名新作，但原书《叩问仙道》身份明确，未混。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,史上第一混乱,起点中文网,张小花,高,证据：起点书页、第三方书页。,都市小说。,反穿越群像喜剧老经典。,节录——“我真倒霉，真的。人家穿越，我只能被穿越。”,主角萧强本来只是个开当铺的小人物，结果不是他穿越到古代，而是一堆古代名人反过来闯进他的生活。荆轲、李白、项羽、秦桧这些人跟他在现实都市里碰撞，日常直接失控。开局冲突就是普通人生活被历史人物彻底搅乱，而这本书的看点也正在这种高密度、乱炖式的喜剧失序感。,"反穿越｜名台词就是“我只能被穿越”｜把握高｜依据类型＝简介。   
都市喜剧｜频道为都市，内容又是恶搞混搭｜把握高｜依据类型＝书页/简介。   
历史名人乱入｜荆轲、李白、项羽等被明确点名｜把握高｜依据类型＝简介。",把“穿越”玩成“被一群历史名人堵门”。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,同时穿越：继承万界遗产,起点中文网,透明鸽子,高,证据：起点书页、QQ阅读页。,轻小说。,遮天起步的多世界同时穿越文。,节录——“人在遮天世界，同时穿越诸天万界。天赋悟性融合，战力无限叠加。”,主角一开始人在《遮天》世界，但不是单线穿越，而是同步分身到很多世界。最关键的外挂是不同世界的天赋、悟性和收益能融合叠加，所以他不是在一处慢慢练，而是多线一起喂一个本体。主冲突就是怎么把各世界资源转成自己真正的战力，同时不被大世界规则反噬。,"同时穿越｜题名与简介都明说｜把握高｜依据类型＝书页/简介。   
遮天同人底色｜简介第一落点就是“人在遮天世界”｜把握高｜依据类型＝简介。   
诸天资源叠加｜“天赋悟性融合，战力无限叠加”是核心机制｜把握高｜依据类型＝简介。",一人多线开挂，打的是“诸天并行刷资源”。,存在近名书《人在永生：同时穿越继承万界遗产》，但本书身份清楚。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,同时穿越：龙族分身流的龙之众,起点中文网,墨瑟无,高,证据：起点书页、QQ阅读页。,诸天无限。,以《龙族》为认知入口的搞活式同时穿越文。,节录——“穿越了，同时穿成九十九个世界的龙。”,这本更玩梗一点。主角不是在一个世界当龙，而是同时穿成九十九个世界里的各种“龙系存在”，从《龙族》混血种，到怪兽、恐龙、龙王模板一路乱入。开局冲突就是每个世界都不安全，而且身份差异极大；看点则是这些“龙分身”如何互相抬战力、抬设定，把分身流写成大型拼装现场。,"同时穿越｜官方直写“同时穿成九十九个世界”｜把握高｜依据类型＝简介。   
龙族同人｜题名直接点《龙族》｜把握高｜依据类型＝书页。   
分身流｜书名直接写“分身流”，机制也是多身份并行｜把握高｜依据类型＝书页/简介。",把“龙系模板”一次性开到九十九份。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,吞噬星空2起源大陆,起点中文网,我吃西红柿,高,证据：起点书页、QQ阅读页。,科幻／未来世界。,《吞噬星空》续作，罗峰进入更高位面的升级冒险。,节录——“这是《吞噬星空》后续的第二部小说。罗峰带着界兽摩罗撒闯过轮回，来到了起源大陆……”,这本就是《吞噬星空》的后续线。罗峰已经不是起步新人了，而是带着前作积累直接进入“起源大陆”这种更高层级的新地图。开局冲突不是从零逆袭，而是老主角进入新世界后，怎么面对新的规则、敌人和上限，把前作宇宙级的成长继续往上推。,"经典续作｜官方直说是《吞噬星空》第二部｜把握高｜依据类型＝简介。   
老主角再开新地图｜罗峰与摩罗撒被明确写出｜把握高｜依据类型＝简介。   
科幻修炼混合感｜频道是“未来世界”，但读者接受面还是升级冒险｜把握高｜依据类型＝书页/简介。",不是换主角续命，是罗峰自己继续往上爬。,标题常见作《吞噬星空2：起源大陆》，与你给的无冒号版本为同书。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,吞噬进化：我重生成了北极狼,起点中文网,谁人最荒唐,高,证据：起点书页、起点检索页。,科幻小说。,重生成北极狼的进化争霸文。,节录——“当一幅卫星拍摄的北极照片传回各国时，地球人都被照片内容震惊了。”,主角直接重生成北极狼，开局就不是做人，而是以兽类身份在极地环境里求生、扩张、进化。随着进化越来越夸张，冲突也从单纯觅食升级成狼群、变异物种乃至更高层面的生存争霸。它不是单机求生，而是从一头狼慢慢长成能让整个人类世界都抬头看的北极霸主。,"重生成兽｜标题直接写“我重生成了北极狼”｜把握高｜依据类型＝书页。   
吞噬进化｜题名与简介都指向不断变强的进化路线｜把握高｜依据类型＝书页/简介。   
末世／灾变感｜卫星照片震动各国，说明影响已上升到全球层面｜把握高｜依据类型＝简介。",从北极求生写到全球抬头看狼。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,呢喃诗章,起点中文网,咸鱼飞行家,高,证据：起点书页、起点检索页。,轻小说。,蒸汽时代背景的诡秘奇幻长篇。,节录——“来到蒸汽工业蓬勃发展的新世界，继承王国首都广场的三层公寓……”,主角来到一个蒸汽工业正盛的新世界，手里先拿到的是首都广场上的一栋公寓和一只猫，但真正缠上他的，是耳边持续出现的呢喃与这个世界背后的诡秘历史。开局看着像生活流落地，实际上主冲突是人在文明繁华表层之下，一步步卷进超自然事件和时代秘密。,"蒸汽奇幻｜官方直接写“蒸汽工业蓬勃发展的新世界”｜把握高｜依据类型＝简介。   
诡秘悬疑｜“耳边的呢喃”“诡秘而离奇的时代”是主调｜把握高｜依据类型＝简介。   
异世界落地流｜继承公寓、带着猫进入新世界，是明显开局坐标｜把握高｜依据类型＝简介。",表面是蒸汽都市，底下全是秘闻。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,命之途,起点中文网,莫若梦兮,高,证据：起点书页。,仙侠小说。,逆命求道的长线修仙文。,节录——“顺应天命者，悲；逆应天命者，死！”,从官方文案看，这书的核心不是奇巧设定，而是很典型的“逆天命”修仙命题。开局就把问题抛得很狠：顺着命走也未必好，逆着命走更可能死。主角要走的，就是在这种天命压顶的设定下，硬找一条自己的路。冲突不是日常修炼，而是人与命运、人与天地规则之间的顶牛。,"逆命修仙｜简介直接对天命表态｜把握高｜依据类型＝简介。   
长线大篇幅｜公开连载规模极大，显然不是短篇仙侠｜把握高｜依据类型＝书页。   
命运命题重｜书名与简介都围着“命”打转｜把握高｜依据类型＝书页/简介。",老派修仙里的“跟天硬刚”。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,咒术回战：开局几魂异性体,起点中文网,聂白希X,高,证据：起点书页、起点相关页。,轻小说。,《咒术回战》同人，开局把主角塞进高危设定。,节录——“什么，我是几魂异性体？”,主角逢真一睁眼就撞上《咒术回战》世界里极危险的“几魂异性体”设定，开局不是旁观主线，而是直接掉到真人那种高危核心机制边上。主冲突就是怎么在原作高死亡率世界里先保命，再搞清自己的身体和身份，到底是工具、怪物还是能反过来左右局势的人。,"咒回同人｜标题直接点《咒术回战》｜把握高｜依据类型＝书页。   
高危开局｜“几魂异性体”本身就是危险设定｜把握高｜依据类型＝简介。   
身体异变流｜主冲突显然围着“我是什么”展开｜把握高｜依据类型＝简介。",不是穿进咒回看戏，是开局先成设定中心。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,咒术回战：我的术式名为假面骑士,起点中文网,三重身份,高,证据：起点书页、QQ阅读页。,轻小说。,把骑士梗和咒回体系拼接起来的同人文。,节录——“坏消息：林一来到了咒术回战的世界。好消息：他知道这个世界的全部剧情。”,林一穿进咒回世界，最好的优势是知道原作剧情，最怪的优势是自己的术式居然叫“假面骑士”。所以它的看点很明确：一个带剧透的人，拿着明显跨片场的骑士化能力，怎么在咒术师体系里找定位。主冲突是原作剧情线和原创骑士术式能不能真拼起来。,"咒回同人｜标题直写｜把握高｜依据类型＝书页。   
骑士要素混搭｜书名直接写“假面骑士”｜把握高｜依据类型＝书页。   
知剧情穿越｜简介写明知道全部剧情｜把握高｜依据类型＝简介。",剧透党拿骑士模板闯咒回。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,咱当官的，养几个妖怎么了？,起点中文网,v穷鬼v,高,证据：起点书页、QQ阅读页。,仙侠／古典仙侠。,朝堂仕途和仙妖异事混写的古典仙侠。,节录——“他知道这乱世之下潜藏着妖魔仙鬼，助其完成夙愿宿命，便可得到还愿奖励。”,明辰身上有个特殊能力，能看出老树、白鸽之类的真实根脚，也能帮妖鬼仙魔完成夙愿换奖励。开局他是往功名仕途里钻的浪荡公子，但一进局就发现这世道表面是朝堂，底下全是妖魔仙鬼在活动。主冲突就是他一边做官、一边养妖、一边被更大的乱世和神魔秩序往上推。,"仕途仙侠｜既做官又卷仙妖鬼怪｜把握高｜依据类型＝简介。   
还愿奖励流｜“助其完成夙愿宿命，便可得到奖励”是明确机制｜把握高｜依据类型＝简介。   
妖鬼共世｜简介直接点“妖魔仙鬼”并非隐藏背景，而是公开冲突｜把握高｜依据类型＝简介。",书名像玩笑，实际是朝堂和妖界一起搞。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,哥布林重度依赖,起点中文网,絮理,高,证据：起点书页、QQ阅读页。,奇幻／剑与魔法。,底层冒险者视角的伪 DND 西幻文。,节录——“一只哥布林的赏金是三枚银币。”,这书开局大小就定住了：不是屠龙勇者，而是底边冒险者。主角们天天忙活的现实问题很直接——清哥布林有钱拿，穷人就得去拼。于是冲突不是“拯救世界”，而是低等级冒险者在大杂烩世界观里靠任务、靠战斗、靠小命一点点往上爬。那种穷、脏、险的味道，比热血口号更重。,"西幻冒险｜频道原文“奇幻／剑与魔法”｜把握高｜依据类型＝书页。   
底层冒险者｜官方要素直接写“底边冒险者”｜把握高｜依据类型＝简介。   
伪DND｜官方要素里直接给出“伪DND”｜把握高｜依据类型＝简介。",不是英雄谭，是“穷冒险者为了三银币冲哥布林”。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,嘉豪就变强？操场雨中舞剑开天门,番茄小说／QQ阅读公开页／起点近名页,落叶之刃／大大大大大大怪／给我一个大汉堡,低,证据：番茄 exact 题名页、QQ阅读 exact 题名页、起点近名页。,番茄页标“连载中都市”；QQ页标“都市／异术超能”；起点近名页标“都市小说”。,都市高武／异能装逼流，但题名、主角名、作者在公开页之间冲突明显。,节录——“结果，觉醒的是竟然是嘉豪成神系统。”,高概率是一个平行世界都市高武文。主角开局觉醒“嘉豪成神系统”，被系统逼着做各种看着像犯病、实际能换来高额战力的离谱动作，比如雨中操场舞剑。前期冲突是怎么顶着全校围观和嘲笑完成系统任务，后期冲突则升级成怪物降临、异魔入侵，主角用夸张剑道战力硬压全场。,"都市高武｜番茄作者页和作品页都落在都市高武感的路数｜把握中｜依据类型＝书页。   
系统流｜“嘉豪成神系统”是直写设定｜把握高｜依据类型＝简介。   
装逼反差流｜学校众人觉得他犯病，结果一剑开天门，是标准反差路径｜把握高｜依据类型＝简介。   
需认亲｜exact 题名在番茄与 QQ 页存在，作者、主角名又与起点近名版不一致｜把握高｜依据类型＝书页。",先社死，再开天门。,冲突明显。至少存在 exact 题名的番茄版与 QQ／创世版，还存在近名起点版《嘉豪就变强，操场雨中舞剑开天门》，作者、主角名都对不上，必须认亲。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,嘿，妖道,书单题名与官方现名存在冲突；高概率对应起点中文网《龙虎道主》,我是瞎混的,低,证据：起点《龙虎道主》书页、外站对同一链接的旧题名引用。,官方现页为“仙侠小说”；旧题名引用页也标“仙侠”。,借妖修仙、宗门经营味很重的仙侠文。,缺官方简介。书单题名“嘿，妖道”未在官方当前书页直接命中；公开可见的简介来自同链接旧题名引用页，可作认亲参考：“天地有灵机，万物食灵机而长……借妖修仙，摘取长生果。”,按现有公开线索，这本高概率就是现在起点上的《龙虎道主》。主角在一个万物皆可成妖、人却天生有缺的世界里修行，核心办法不是自己硬吃灵机，而是“借妖修仙”。开局冲突很清楚：人有修道智慧，却没有妖那种天然修行体质，所以只能想办法驾驭、培养、使用妖物，把这条歪路走成正道。,"借妖修仙｜旧题名公开简介里直接写明｜把握中｜依据类型＝书评/简介。   
宗门经营感｜多份外部讨论都把它视作主角养妖、立门派的仙侠文｜把握中｜依据类型＝书评。   
现名冲突需认亲｜官方书页现名是《龙虎道主》，不是《嘿，妖道》｜把握高｜依据类型＝书页。",妖修体质、人修脑子，凑一块修长生。,属“需认亲”而不是纯没找到。你的题名在公开官方书页未直出，高概率是旧名或民间简称，对应现名《龙虎道主》。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,噩梦使徒,起点中文网,温柔劝睡师,高,证据：起点书页、QQ阅读页。,悬疑灵异／侦探推理。,现实与噩梦世界交叠的长篇悬疑副本文。,节录——“这是噩梦世界，不然为什么我剪断了电话线，你这通电话还能打进来？”,杨逍开局看似在现实里卷进医院劫持案，但很快发现整个场景都有问题，外面的警笛、电话、走廊动静全不可信。也就是说，他不是单纯处在刑案里，而是被丢进一个会伪装现实的噩梦世界。主冲突就是在真假难辨、随时会死的梦境规则下找生路，还得搞清楚到底谁在操控这一切。,"噩梦副本｜标题与简介共同指向梦境世界｜把握高｜依据类型＝书页/简介。   
侦探推理｜频道原文如此标注｜把握高｜依据类型＝书页。   
现实失真｜电话线已断却还能接到电话，是典型“现实不可信”开局｜把握高｜依据类型＝简介。",先怀疑世界，再怀疑自己是不是还醒着。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,四十九条末世规则,起点中文网,小草昂扬,高,证据：起点书页、QQ阅读页。,科幻／未来世界。,规则怪谈化的全球末世长线文。,节录——“末世规则一：睡眠剥夺……72小时内不能以任何形式进入睡眠状态。”,神秘存在“盗火者”降临天水星后，整个人类世界开始被一条条末世规则强制考验。主角关瞳的特殊点，是别人只能照规则硬扛，他却能看到规则背后的“隐藏规则”。开局冲突一下子就立住了：不遵守会死，单纯遵守也未必活，而他得在全球规则灾变里靠信息差和判断力熬过每一条。,"规则怪谈｜规则内容、惩罚写得很明确｜把握高｜依据类型＝简介。   
全球末世｜简介直写“全球都笼罩在末世规则的恐怖阴影之际”｜把握高｜依据类型＝简介。   
信息差主角｜关瞳能看到“隐藏规则”｜把握高｜依据类型＝简介。",别人背规则，他还得猜规则后面的坑。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,四合院：我随身带着小当家,起点中文网,红豆菠萝包,高,证据：起点书页、QQ阅读页。,轻小说／衍生同人。,四合院年代文和《中华小当家》联动的同人混搭。,节录——“永灵刀？里面还有一个小当家？这是现实不是漫画啊喂。”,顾北穿到 1950 年代，住进南锣鼓巷九十五号院，本来是被安排去北京大饭店后厨学手艺，结果手里那把菜刀不对劲，直接把《中华小当家》的设定接了进来。开局冲突很简单：一个现代穿越者本来不想当厨子，却被超常厨艺外挂硬拽上厨师线，最后一路卷到国宴大厨。,"四合院同人｜题名直写“四合院”｜把握高｜依据类型＝书页。   
年代厨艺文｜时间点是 1950 年代，北京大饭店后厨是关键场景｜把握高｜依据类型＝简介。   
中华小当家联动｜永灵刀和“小当家”被官方文案明写｜把握高｜依据类型＝简介。",四合院世界里开出了发光料理外挂。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,四重分裂,起点中文网,微叶梧桐,高,证据：起点书页。,游戏小说。,人格分裂设定驱动的虚拟网游长篇。,节录——“身患非典型人格分裂，墨檀表示自己压力很大。”,主角墨檀本身就有人格分裂问题，结果又遇上一款名叫《无罪之界》的游戏，于是现实心理问题和游戏世界人格切换叠在一起。开局冲突不是普通打怪升级，而是不同人格怎么在同一游戏里留下不同痕迹、制造不同立场，甚至互相扯后腿。它的看点，很大一块就在“分裂”本身。,"虚拟网游｜官方就是游戏小说，且有游戏名《无罪之界》｜把握高｜依据类型＝书页。   
人格分裂主角｜简介明写｜把握高｜依据类型＝简介。   
多视角／多立场｜“四重分裂”这个书名和设定天然指向多重身份冲突｜把握高｜依据类型＝书页/简介。",别人玩一个号，他像是四个人同时上号。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,回到明朝当王爷,起点中文网,月关,高,证据：起点书页、中国作协相关文章。,历史小说。,正德朝架空历史穿越老经典。,节录——“阴差阳错间，乌龙九世善人郑少鹏回到了大明正德年间。”,郑少鹏阴差阳错穿到明朝正德年间，成了杨凌，从底层一路卷入东厂、西厂、外廷、锦衣卫和皇权之间的大漩涡。开局看着像普通穿越，真正的主冲突却是一个现代人怎么在荒诞、繁华又危险的正德朝里站稳位置，最后不只是保命，还要改局。,"明穿经典｜穿越正德朝是作品核心设定｜把握高｜依据类型＝书页/简介。   
架空权谋｜主冲突围着朝堂、特务机关、皇权运作｜把握高｜依据类型＝简介。   
历史爽文底色｜小人物入局再掌权，是典型老派历史爽文路径｜把握高｜依据类型＝书页/简介。",老派明穿里最有名那一挂。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,国产区：有系统了还加入聊天群？,起点中文网,金锣潘大郎,高,证据：起点书页、QQ阅读页。,诸天无限／诸天。,系统+聊天群+多世界穿梭的诸天文。,节录——“本以为自己是诸天流主角的罗素……一声提示音响起，告知他被拉入了万界聊天群。”,罗素本来就像个诸天流主角，正琢磨怎么捞第一桶金，结果又多领了个“万界聊天群”设定。叶凡、萧炎、路明非、韩立这些群友一来，局面瞬间变成多世界联动。开局冲突就是：有系统本来已经够能折腾了，再叠个聊天群，主角得学会怎么把群资源、穿越收益和自己的成长线拧成一根绳。,"聊天群｜简介明确写“万界聊天群”｜把握高｜依据类型＝简介。   
诸天流｜频道原文就是“诸天”｜把握高｜依据类型＝书页。   
系统叠加流｜标题直写“有系统了还加入聊天群”｜把握高｜依据类型＝书页。",属于“外挂已经够多了，还要再多一个”的类型。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,国术：从被武警搜山击毙开始见神,番茄小说,四夕刂,高,证据：番茄作品页、番茄作者页。,连载中｜都市高武。,国术黑化复仇后再转民国重走武道的高武文。,节录——“挑战法律红线的陈洪武最终被武警部队击毙。一朝醒来，却发现自己成了民国富少爷。”,陈洪武先在现代社会里因为复仇和越线行为被武警击毙，结果死后没完，直接转到民国富少爷身上重开。新世界不是单纯旧时代，而是军阀、列强、妖魅魍魉都在的高危民国。开局最大的冲突，就是他要把前世练出来的国术重新走到“见神”那一步，同时面对人间秩序和超常存在双重压迫。,"国术流｜题名和简介反复强调国术境界｜把握高｜依据类型＝书页/简介。   
转世重开｜现代被击毙后，一朝醒来成民国少爷｜把握高｜依据类型＝简介。   
民国高武｜简介里既有民国割据，又有高武境界与妖魅｜把握高｜依据类型＝简介。",先死一遍，再去民国把拳头打成神话。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,国民法医,起点中文网,志鸟村,高,证据：起点书页、QQ阅读页。,都市小说。,刑侦技术流里的法医／痕检职业文。,节录——“尸体：请问你礼貌吗？”,这本不是玄学破案，而是明显往法医、痕检、指纹鉴定这些硬职业技能上靠。公开目录里一开头就有“指纹鉴定”“犯罪现场勘查”等关键词，说明主角江远（书页列为主要角色）不是靠嘴炮推理，而是靠技术和流程吃饭。开局冲突就是一个年轻技术人员怎么在刑案现场站住、被看见、把案子做出来。,"法医刑侦｜书名已经点出来，目录也对得上｜把握高｜依据类型＝书页。   
技术流破案｜“指纹鉴定”“犯罪现场勘查”等目录信息很硬｜把握高｜依据类型＝书页。   
职业成长文｜不是天降神探，更像专业人员成长线｜把握高｜依据类型＝书页/目录。",主打“拿技术说话”的刑侦职业文。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,在古代做个小县官,起点女生网,好酸的杨梅,高,证据：起点书页、QQ阅读页。,架空／种田／基建／无CP。,女扮男装小县官下基层搞民生的古代基建文。,节录——“孟长青穿越古代，为保家产，自幼女扮男装……被发配至最北地做个小官。”,孟长青穿到古代后，为保家产只能女扮男装，结果又因为得罪权贵，被扔去最北边当小县官。她本来还想去地方当个“土皇帝”，一到地方才发现百姓饿到吃土、冻死大半，根本没法摆烂。开局冲突因此很清楚：她得先把这个烂到底的县救活，再谈自己的自由与仕途。,"女扮男装｜官方直写｜把握高｜依据类型＝简介。   
基层治理／基建｜“种田／基建”就在官方标注里｜把握高｜依据类型＝书页。   
无CP古代事业文｜官方标明无CP，主线也在治县救民｜把握高｜依据类型＝书页/简介。",不是宫斗，是去边地把县城从废墟里拽起来。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,地煞七十二变,番茄小说,祭酒,高,证据：番茄作品页、起点相关检索页。,连载中｜悬疑灵异｜悬疑｜灵异｜穿越｜捉鬼。,古代妖异世界中的斩妖捉鬼升级文。,节录——“一本神奇的黄壳书将李长安送回古代世界，每斩杀一个妖魔，就获得一项神通。”,李长安不是去了普通古代，而是被一本黄壳书送进一个妖鬼横行的旧世界。开局最大的生存规则很硬：杀掉一个妖魔，才能拿一门神通，所以他不是单纯旅行，而是被推着去斩妖、活命、变强。主冲突就是在越来越怪、越来越危险的妖异世界里，靠神通一点点往前打。,"古代妖异｜地点是古代，敌対对象是妖魔鬼怪｜把握高｜依据类型＝简介。   
神通升级流｜“每斩杀一个妖魔，就获得一项神通”是核心机制｜把握高｜依据类型＝简介。   
捉鬼斩妖｜番茄标签直接含“捉鬼”｜把握高｜依据类型＝书页。",像志怪公路片，也像斩妖升级账。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,坐看仙倾,起点中文网,错哪儿了,高,证据：起点书页、QQ阅读页。,仙侠小说。,大学生误入仙侠世界的长线求生修行文。,节录——“我是大学生，我迷路了，这里的人都叫我季少爷。”,主角开局那句“我是大学生，我迷路了”已经把调子定住：现代人突然被塞到一个陌生仙侠秩序里。别人把他当季少爷，可他自己连局面都没搞明白，说明身份、处境、世界规则全是问题。主冲突就是一个现代视角的人，怎么在仙凡分层很硬的世界里先认清身份，再决定是苟着活、还是往上修。,现代人入仙侠世界｜大学生视角是明确信息｜把握高｜依据类型＝简介。,先搞清自己是谁，再谈成仙。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
w04,ST-001,堑壕大栓与魔法,起点中文网,咸嘉湖灵感大王,高,证据：起点书页、起点相关页。,科幻小说。,一战堑壕味和魔法体系混搭的战争幻想文。,节录——“莫林被人一拳打醒后，发现自己成了个战俘。原以为这是个类似一战爆发前夜的世界……”,莫林开局就是战俘，直接掉进一个外观看着像一战前夜、但实际比一战还糟的世界。坏就坏在这里不只是堑壕和火炮，还有魔法与更大的世界规则混在一起。主冲突因此也很硬：他得先从战争机器里活下来，再搞明白自己究竟是在“科技战争世界”还是“魔法战争世界”里打仗。,"战争幻想｜战俘、一战前夜、堑壕就是战争底色｜把握高｜依据类型＝简介。   
科技与魔法混搭｜书名直接写“与魔法”，简介也写实际情况更糟｜把握高｜依据类型＝书页/简介。   
硬环境求生｜开局战俘意味着先求活｜把握高｜依据类型＝简介。",堑壕里不只飞子弹，可能还飞法术。,未见明显同名冲突。,,未知。,survey_not_ledger,deep_research,non_authoritative,w04_shallow50.md,2026-07-18T15:44:24+08:00
