书名,章号,原表文件,切片数据行号,原表行号,evidence_id,fact_id,审阅行键,来源位置_沿用未核原文,结论,一句理由,审阅身份
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,1,1,,,GK-CH11-R1,第11章｜chapters/ch_0011.txt L6,keep_as_fact,记录实际呼喊及当时的大致距离。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,2,2,,,GK-CH11-R2,第11章｜chapters/ch_0011.txt L7,mark_hearsay,数量与自身遭遇由周游告知苏听雪，转述来源不能省略。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,3,3,,,GK-CH11-R3,第11章｜chapters/ch_0011.txt L9-L10,keep_as_fact,记录人物实际感知错位，不把他听到的方向当成真实声源位置。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,4,4,,,GK-CH11-R4,第11章｜chapters/ch_0011.txt L11,keep_as_fact,这一行限定周游当次受影响的感官范围，不推广成所有鬼的统一能力。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,5,5,,,GK-CH11-R5,第11章｜chapters/ch_0011.txt L12,keep_as_fact,留在原地是不移动的实际选择，担心误入马路不表示已发生交通事故。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,6,6,,,GK-CH11-R6,第11章｜chapters/ch_0011.txt L13-L16,mark_hearsay,鬼的生前身份是苏听雪怀疑的内容，未预料到也不能当成身份核验。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,7,7,,,GK-CH11-R7,第11章｜chapters/ch_0011.txt L19-L20,keep_as_fact,记录路人的观察与停止关注，没有把视而不见写成不曾看见。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,8,8,,,GK-CH11-R8,第11章｜chapters/ch_0011.txt L21,keep_as_fact,当场指示已经发出，但不凭命令推定后续始终未移动。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,9,9,,,GK-CH11-R9,第11章｜chapters/ch_0011.txt L21,drop_not_for_card,只说回忆所学并思考办法，没有具体回忆内容或处置结果。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,10,10,,,GK-CH11-R10,第11章｜chapters/ch_0011.txt L22,drop_not_for_card,只记录泛泛想办法，没有具体方案结果，也不能据此断言离开原地。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,11,11,,,GK-CH11-R11,第11章｜chapters/ch_0011.txt L23,keep_as_fact,保留当时的位置认知，担心被撞只是风险念头，不是已发生事故。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,12,12,,,GK-CH11-R12,第11章｜chapters/ch_0011.txt L24-L28,mark_hearsay,灵魂视角能否避开影响仍是周游的推测，选择尝试不等于机制已经证实。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,13,13,,,GK-CH11-R13,第11章｜chapters/ch_0011.txt L30-L31,keep_as_fact,这一行直接陈述角色生前经历，既往没出事不等于行为没有风险。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,14,14,,,GK-CH11-R14,第11章｜chapters/ch_0011.txt L31-L34,mark_hearsay,事故经过与鬼的自我辩解混在一行，觉得自己冤不能当成客观事故结论。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,15,15,,,GK-CH11-R15,第11章｜chapters/ch_0011.txt L35,drop_not_for_card,只有报复所有路人的愿望，没有本行中已实施的具体报复。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,16,16,,,GK-CH11-R16,第11章｜chapters/ch_0011.txt L36-L38,keep_as_fact,记录鬼实际看到的变化及不明白原因的知情边界。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,17,17,,,GK-CH11-R17,第11章｜chapters/ch_0011.txt L39-L40,keep_as_fact,记录灵魂状态下已经击中对方的动作。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,18,18,,,GK-CH11-R18,第11章｜chapters/ch_0011.txt L41,mark_hearsay,对战力的判断沿用苏听雪说法，不是本行独立测出的能力上限。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,19,19,,,GK-CH11-R19,第11章｜chapters/ch_0011.txt L42-L45,keep_as_fact,连续攻击及对方痛苦反应都有具体发生内容。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,20,20,,,GK-CH11-R20,第11章｜chapters/ch_0011.txt L49-L51,mark_hearsay,饥饿是实际感受，鬼可以食用仍是此时的主观判断。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,21,21,,,GK-CH11-R21,第11章｜chapters/ch_0011.txt L54-L57,keep_as_fact,实际咬食有次数记录，尝一口只是说法，味道好只记个人感受。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,22,22,,,GK-CH11-R22,第11章｜chapters/ch_0011.txt L58,keep_as_fact,记录吃完后的归位、消失和饱腹状态，不额外宣称绝无后患。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,23,23,,,GK-CH11-R23,第11章｜chapters/ch_0011.txt L59-L60,keep_as_fact,这行记录的是人物不知道后果，不是证明吃鬼安全或必有副作用。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,24,24,,,GK-CH11-R24,第11章｜chapters/ch_0011.txt L61,drop_not_for_card,只给出先救人的优先选择，本行没有救援动作或结果。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,25,25,,,GK-CH11-R25,第11章｜chapters/ch_0011.txt L62,keep_as_fact,候选明确陈述目睹后的惊惧与松手，属于具体反应和状态变化。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,26,26,,,GK-CH11-R26,第11章｜chapters/ch_0011.txt L63,keep_as_fact,恢复视觉、看见逃跑与立即施法已有当场过程，不补足人物未知的前因。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,27,27,,,GK-CH11-R27,第11章｜chapters/ch_0011.txt L64-L65,keep_as_fact,符箓发动和收摄结果按已发生过程陈述。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,28,28,,,GK-CH11-R28,第11章｜chapters/ch_0011.txt L66,keep_as_fact,记录封入后符面的可见形态与标记。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,29,29,,,GK-CH11-R29,第11章｜chapters/ch_0011.txt L67,keep_as_fact,实际发生的是折叠收好，择日超度仍是计划，不能记成已经超度。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,30,30,,,GK-CH11-R30,第11章｜chapters/ch_0011.txt L68-L69,mark_hearsay,吃鬼经过在这行来自周游告知，如实一词不能让人物来源消失。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,31,31,,,GK-CH11-R31,第11章｜chapters/ch_0011.txt L71,cannot_confirm_without_body,无法分清没有吃鬼是整个传承目录的事实，还是苏听雪个人所学的范围。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,32,32,,,GK-CH11-R32,第11章｜chapters/ch_0011.txt L72-L75,mark_hearsay,经过由周游转述，告知记录不能直接替代客观事发记录。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,33,33,,,GK-CH11-R33,第11章｜chapters/ch_0011.txt L73-L74,mark_hearsay,无法对应所学是苏听雪的理解边界，不证明那些行为在世界中不可能。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,34,34,,,GK-CH11-R34,第11章｜chapters/ch_0011.txt L76,mark_hearsay,此前询问的动机是苏听雪听完后的理解，不是本行独立确认的动机。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,35,35,,,GK-CH11-R35,第11章｜chapters/ch_0011.txt L77,mark_hearsay,境界能力与特殊功法都属于苏听雪的判断，后者还明确是怀疑。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,36,36,,,GK-CH11-R36,第11章｜chapters/ch_0011.txt L78,keep_as_fact,这一行直接陈述交往习惯及其原因，属于作品社会规则候选。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,37,37,,,GK-CH11-R37,第11章｜chapters/ch_0011.txt L79,drop_not_for_card,只有回去询问的提议，没有实际问师父或取得解释。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,38,38,,,GK-CH11-R38,第11章｜chapters/ch_0011.txt L80,mark_hearsay,师父是否知道原因只是苏听雪推测，不能登记成师父明确不知道。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,39,39,,,GK-CH11-R39,第11章｜chapters/ch_0011.txt L81,cannot_confirm_without_body,能否托问属于关系程度判断，缺正文无法分清是旁白陈述还是周游顾虑。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,40,40,,,GK-CH11-R40,第11章｜chapters/ch_0011.txt L81,keep_as_fact,拒绝已经发生，知道问谁只限周游自述，不表示已经询问或获得答案。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,41,41,,,GK-CH11-R41,第11章｜chapters/ch_0011.txt L82-L84,mark_hearsay,询问对象、来历与信任程度含猜测和未知，不能直接固化成关系事实。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,42,42,,,GK-CH11-R42,第11章｜chapters/ch_0011.txt L85,keep_as_fact,处置结束后返校是实际行动，解决只限本行所指的两只鬼。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,43,43,,,GK-CH11-R43,第11章｜chapters/ch_0011.txt L85,keep_as_fact,邀请和拒绝均已发生，未接受晚饭不等于已经发生用餐。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,44,44,,,GK-CH11-R44,第11章｜chapters/ch_0011.txt L86,mark_hearsay,邀请确已提出，但体质适合及可继续研究是苏听雪的判断与承诺。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,45,45,,,GK-CH11-R45,第11章｜chapters/ch_0011.txt L87,mark_hearsay,拒绝已发生，门主身份及不能叛门来自周游说辞，不能直接确认门派关系。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,46,46,,,GK-CH11-R46,第11章｜chapters/ch_0011.txt L89,keep_as_fact,记录协助之后实际提出的报酬请求，不表示知识已交付或结算已完成。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,47,47,,,GK-CH11-R47,第11章｜chapters/ch_0011.txt L89,keep_as_fact,记录人物承认自己所知有限，不据此补造具体缺少哪些知识。,人话卡金标候选｜未独立人工复核
请勿高考时渡劫,11,gaokao/new_gaokao_ch11-17__01_落位表.csv,48,48,,,GK-CH11-R48,第11章｜chapters/ch_0011.txt L90-L91,mark_hearsay,不可靠与可能受骗是苏听雪的判断，选择讲解不能证明受骗已经发生。,人话卡金标候选｜未独立人工复核
