source_report,track,list_section,title,author,one_liner,platform,a_heat,b_prototype,skeleton_fingerprint,evidence,ingested_at
p1_batch03_hotlist.md,ST-002,candidate,篮坛教皇,兔来割草,叙事装置／势力,起点,中,中,数据员重生执教NBA,起点原页和镜像页都把它写成“数据管理员重生后点废成金、走教练线”，这和《冠军教父》一起，构成了体育文里最稳的“主教练流”。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,蜜汁炖鱿鱼,墨宝非宝,开局情境／爽点机制,晋江,高,中,女追男切入电竞男神圈,晋江原页、网络版文案和衍生页都能看到它的核心卖点：跨圈女追男、电竞大神、同人延展非常多；但借的主要还是“恋爱装置”，不是完整电竞世界。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,他和她的猫,唧唧的猫,开局情境／爽点机制,晋江,高,中,高冷电竞男神×主播,晋江原页与传播页都把“LPL颜值王×女主播”写得很直，且市场端甚至明确把它标成“蜜汁炖鱿鱼同类”。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,陪你到世界之巅,南野琳儿,叙事装置／成长表,QQ阅读,高,中,电竞选手争议线+热血成长,QQ阅读页直接挂出“原著作者燃情力作”，书旗又把《电竞恋人》定成它的联动姊妹篇，说明这套“电竞职业线+情感副线”的写法已被反复包装。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,冠军传奇,林海听涛,成长表,起点,中,中,草根逆袭成传奇球员,起点仍把它放在林海听涛体育谱系里，它对应的是“更纯球员成长线”的模板位置。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,冠军之心,林海听涛,成长表,起点,中,中,心气型天才返场登顶,起点仍将其置于林海听涛“足球竞技小说旗帜”的主序列里，这类“球员心气+职业复位”线在后续足球文里很常见。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,胜者为王,林海听涛,叙事装置／势力,起点,中,中,从弱教练到豪门掌舵,起点作者页把它和《冠军教父》《禁区之狐》并列在同一竞技作家谱系里，明显属于“教练/俱乐部经营流”的另一种写法。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,这号有毒,幼儿园一把手,开局情境／爽点机制,起点,中,中,玩家开号穿成提前版NPC,原作起点页把“创建小号后穿进游戏，提前三年埋伏玩家”写得非常清楚，后续还能看到“这号简直有毒啊”式直接套壳描述。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,术师手册,听日,世界观／叙事装置,起点,高,中,罪犯第一人称闯术师都市,起点原页一句“1668年，我所在的城市被评为全国治安最好的地区”就把黑色幽默调性竖起来了；后续已有《赛博朋克：术士手册》这种直观回响，但公开大面积借用还不算多。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,视死如归魏君子,平层,爽点机制／叙事装置,起点,中,高,主角求死却被误判成圣,起点原页是“确认自己被杀死就能无敌”，更关键的是站内直接出现“爆款原作，总被模仿”的提示。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,我的一天有48小时,小呆昭,叙事装置／成长表,起点,高,中,额外时间切片式通关人生,起点原页把它写成多个任务副本穿梭的结构，48 小时这个时间装置本身就很适合被短篇化、漫剧化。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,退后让为师来,隐语者,开局情境／爽点机制,起点,中,中,唐僧暴力流穿到现代,起点原页一句“退后，让为师来”，后续又能搜到《悟空退后，让为师来》《退后，这才是为师的完全体！》等近亲。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,宅魔女,咸鱼成仙,世界观／成长表,起点,中,中,废宅魔女在高魔校园苟强,起点原页与关联页把“宅”“魔女”“高魔日常”捏得很稳，明显适合二创和轻改，但目前公开跟写证据还不够高。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,少女大召唤,如倾如诉,世界观／爽点机制,起点／QQ阅读,中,高,综漫妹子召唤流大杂烩,起点与 QQ 阅读都能核到原作，网络检索还能看到《异界之二次元美少女大召唤》这类直白近亲。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,直死无限,如倾如诉,世界观／叙事装置,起点／QQ阅读,中,高,综漫无限穿梭补原作遗憾,起点原页在，B站公开把它叫“综漫类无限流代表作”，晋江还能直接搜到同名衍生。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,全世界只有我正常,隐语者,叙事装置／爽点机制,起点,中,中,众人疯诡我独自清醒,起点原页把它定成“诡异在生长，疯狂在低语”，后面站内出现《全世界都疯了，只有我是正常人》《同时穿越：正常人只有我自己？》等明显回声。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,异常收藏家,捕梦者,世界观／势力／叙事装置,起点,中,中,打工人发现自己是异常头子,起点原页和关联页能检到《关于我当异常收藏家这件事》，说明“收容机构+反向上位”的骨架已经开始被借。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,全球中二病唯有我正常,作梦DR,开局情境／叙事装置,起点,中,中,全员脑补超能力唯我清醒,起点原页写得很直：蓝月升起后全人类都误以为自己中二觉醒，这类“世界错乱、主角正常”的反差装置很好拆。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,赛博朋克：术士手册,灵魂摆烂,世界观／叙事装置,起点,低,中,赛博都市借术师壳再叠一层,它本身更像《术师手册》的显性借法：同一句式开头、同题名回声，所以我把它放正式候选末位，更多是“可见交叉借法”样本。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,恰似寒光遇骄阳,囧囧有妖,开局情境／爽点机制,阅文系可核,高,中,重生后马甲逆转强夺主动,公开可核的信息都指向“重生后智商上线、清算渣配、反拿感情主动权”，它被借得最多的是女主重开人生的爽点回路；但我没看到足够强的公开衍生链，所以 B 不抬高。｜级别弱,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,国民老公带回家,叶非夜,开局情境／叙事装置,起点／应用宝阅读,高,高,契约婚姻冷面男主反追,起点原页在，应用宝阅读页把“三个不许”的新婚设定写得很清楚，话本还能检到整片“国民老公”衍生分类。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,总裁在上我在下,姜小牙,开局情境／爽点机制,纸书流通；起点问答可核,高,高,偏执总裁强控旧子谜案,起点问答把“偷走我的基因、逼她交孩子”摘要直接写出，话本上还能看到一整片“总裁在上”衍生/改写。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,天才小毒妃,芥沫,开局情境／爽点机制,香网系作品；微信读书可核,高,中,废材丑女实为天才毒医,微信读书作者页能直接核到《天才小毒妃》与续作《天才小药妃》，说明“毒医王妃”这一骨架本身就可系列化延展。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,神医嫡女,杨十六,开局情境／爽点机制,七猫／纸书流通,高,高,医官穿成嫡女鞭人开挂,七猫作者页能核到原作与长内容简介，话本直接有“神医嫡女”“神医嫡女改版”等整片分类，借法很直。｜级别强,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,candidate,亿万老婆买一送一,安知晓,开局情境／叙事装置,纸书／书旗,高,中,带天才儿子归来反攻豪门,书旗能核到书和人物，豆瓣书评还明确把它放在安知晓“总裁系列”第一部的位置；它更像一整条豪门狗血谱系的接口书。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,夜的命名术,会说话的肘子,世界观／开局情境,起点,高,低,里世界双线身份切换,起点原页很强、同人页也不少，但目前公开能看到的多数还是粉丝衍生，不足以证明它已经稳定输出一条新模板。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,不科学御兽,轻泉流响,爽点机制／成长表,起点,高,低,技能图鉴驱动御兽培育,起点原页与相关作品很多，但更多像热门题材内部加速器，不像独占一个新骨架。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,赤心巡天,情何以甚,世界观／成长表,起点,高,低,长线修行与政治秩序并走,起点原页与实体信息都很强，可它被模仿时大多只借“仙侠长线高质感”，公开可核的直系骨架拷贝并不密。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,剑来,烽火戏诸侯,世界观／叙事气质,起点,高,低,少年持剑游历问道天下,起点长期强势、出版页齐全，但它更容易被借的是文风和气质，不是能被大批量复制的硬结构。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,开局地摊卖大力,弈青锋,开局情境／爽点机制,番茄,高,低,灵气复苏摆摊系统坑货流,番茄页和国创页都证实它很火，但“地摊系统+高频搞笑”的复制品虽然多，公开层面更像热梗跟写，不够构成稳固母型。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,我用闲书成圣人,出走八万里,世界观／爽点机制,起点,高,低,用演义闲书反向刷超凡,起点原页非常有辨识度，但目前公开可核更多是口碑和完结热度，不是清晰的模板外溢链。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,我不是戏神,三九音域,世界观／开局情境,番茄,高,低,戏子立于文明废墟开场,番茄页和同人页都说明热度高、粉圈活跃，但目前外溢出来的更多是同人和角色消费，不是可批量套用的稳定骨架。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,偷偷藏不住,竹已,开局情境,晋江,高,低,暗恋小妹视角的纯甜回收,晋江积分极高、外部改编争议也说明热度大，但它贡献给后人的主要是甜宠氛围，不是特别新的结构。｜级别中,2026-07-18T14:26:46+08:00
p1_batch03_hotlist.md,ST-002,heat_only,难哄,竹已,开局情境／叙事装置,晋江,高,低,合租重逢触发旧情复燃,晋江积分更高、剧集热度也强，不过“合租+旧情复燃+双向治愈”本身早有谱系，它更像集大成爆款。｜级别中,2026-07-18T14:26:46+08:00
p1_batch04_hotlist.md,ST-002,candidate,星辰变,我吃西红柿,世界观/成长表/飞升层级,起点,高,高,残缺开局自创功法飞升宇宙,起点系资料直接把它写成“起点仙侠代表作”的奠基性、标杆性作品，层级飞升和自创功法这套最容易被后人拆用。 ｜级别强,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,神墓,辰东,世界观/远古真相/太古大战,起点,高,高,神魔陵园开局追索灭天真相,中国作家网把它定为辰东成名作，馆藏资料又直接提到它“开创太古战争流”，这已经不是单纯热书，而是能被后人拿去复写的大骨架。 ｜级别强,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,兽血沸腾,静官,势力/族群经营/战争爽点,起点,高,高,穿异界带部族打国战,起点页把它写成“起点第一本以主角及军队编制”为卖点的作品，后续又长期被当成静官的流量代表作，说明“部族+军阵+异族扩张”这套很能当模板。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,升龙道,血红,开局情境/都市修真黑道路数,起点,高,中,弃徒出海黑道修真翻身,公开资料长期把它视作血红早期成名作，且直接点名它是现代修真题材里的精品，这种“都市—黑道—修真”三段式很常被二次拆装。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,寸芒,我吃西红柿,成长表/技能锚点/体系分级,起点,高,中,飞刀绝技切入修真升级,起点页明确了“飞刀青年+修真升级”，站外老网文回顾又把它说成早期修真分级设定的重要文本；但“开创”说法主要来自回顾文，因此 B 先给中。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,星峰传说,我吃西红柿,成长表/个人飞升线,起点,中,中,单主角直线上升式飞升,起点仍把它列在番茄完整代表作序列里，说明它在早期升级—飞升模版里有稳定位置，不过公开“被借用”证据不够硬，B 不往上抬。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,邪风曲,血红,叙事装置/历史皮仙侠骨,起点,中,中,王朝乱局里修真夺权,起点与后续回顾都把它当血红代表作之一，核心可借的是“历史朝堂+宗门修真+阴谋线”混合骨架，不是纯爽文流水账。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,仙葫,流浪的蛤蟆,世界观/道法体系/门派线,起点,中,中,旁门入道层层攀法脉,起点官方页面和作者页都把《仙葫》放在蛤蟆代表作序列里，适合拿来当“法脉—法宝—长生问答”型仙侠的结构母本；但缺直接仿作证据。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,仙道求索,虫豸,叙事装置/群像式修真黑幕,起点,中,中,资质低下靠局势裹成长,起点页能确认它的低资质开局，网文回顾又反复强调其“烧脑”和非常规修真气质，说明后人更容易借它的“冷硬修真局”而不是名场面。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,间客,猫腻,世界观/政治科技混搭,起点,高,中,废星少年卷入联邦大局,起点把它列为猫腻代表作，文汇专题又把《间客》放进“猫腻宇宙”里谈修真与未来科幻的并线，这种政治科幻感后来常被借口吻和结构。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,莲花宝鉴,油炸包子,爽点机制/禁欲条件反转,起点,中,中,禁欲神功反逼男主升级,起点页和腾讯阅读页都把“神功未成前不得近女色”写成核心钩子，这种“限制条件反向造爽点”的装置很适合被后文借壳。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,花开春暖,闲听落花,宅斗反宅斗/生活流成长,起点女生,高,中,小门小户慢日子化解宅局,起点页与百科式盘点都把它当闲听落花的经典宅斗文之一，而且点明了“反宅斗”标签，这种温和生活流骨架现在反而稀缺。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,天王,跳舞,开局情境/都市异能英雄线,起点,高,中,冰柜少女砸开异能主线,起点页把“冰柜少女”这个开局写得极强记忆点，作者访谈又把《天王》列入跳舞最能代表他的作品之一，开局装置特别适合被借。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,隐杀,愤怒的香蕉,开局情境/校园杀手伪装日常,起点,中,中,顶级杀手回炉做学生,红网确认它是香蕉早期都市代表作、并给出大点击量数据，核心是“危险身份藏进校园日常”的装置，后来被反复换皮。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,神藏,打眼,爽点机制/鉴宝+异能+身世谜,起点,高,中,小道士带挂入古玩江湖,起点页和正版有声简介都把它锁死在“古玩/鉴宝/身世谜”上，能借的不是题材名，而是“行业知识+金手指+江湖门道”三件套。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,宝鉴,打眼,势力/江湖门道/行业爽文,起点,高,中,鉴物鉴人心混江湖三教,起点页与懒人听书都反复强调“三教九流，五行三家”，这说明它更像“行业门道爽文”的母型，而不是单一鉴宝书。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,这里有妖气,咬火,世界观/灵异复苏+强化加点,起点,高,高,现代怪谈里经验值横推,百度百科 TA 说把它直接写成“灵气复苏题材代表作之一”，又点出它是悬疑灵异历史最强新人王之一，这类“灵异复苏+强化面板”后劲很大。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,灵气逼人,卧牛真人,世界观/社区级灵气复苏,起点,中,中,复苏先砸进居民区日常,起点官方活动页直接把“大妈练魔法和斗气”当卖点，这种把灵气复苏压到街道社区尺度的写法，很容易被后来者拿来做开局。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,灵气复苏时代的虎,木子田心敏,开局情境/非人主角复苏流,起点,中,中,复苏时代先把主角变动物,起点页明确“看了场流星，变成动物园老虎”，这类非人主角切入灵气复苏的开法后来明显扩散，但公开溯源证据不够硬。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,最强弃少,鹅是老五,开局情境/都市修仙回归流,起点,高,高,被弃世家子都市重修飞升,起点页给出完整“弃子—都市—修仙”开局，17K 作者教程还把它点名为都市修仙的典型作品，已经很接近模板书定位。 ｜级别强,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,地球第一剑,言归正传,世界观/元气复苏+道门回潮,起点,中,中,月宫投影引出现代修道,起点页把“月宫投影、元气复苏”直接写进提要，作者报道也把它列为代表作，说明它是后来“都市修仙复潮文”的可借原型之一。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,天启之门,跳舞,叙事装置/NPC反击玩家,起点,高,中,游戏副本里NPC反咬玩家,起点页把“NPC反击玩家、吊打穿越者”直接打成 Slogan，这个视角反转很硬，后来不少无限/副本文都在借这个手法。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,恐慌沸腾,相思洗红豆,叙事装置/恐怖副本团队求生,起点,高,中,一队人轮流下恐怖片副本,问答与无限流导航都把它放进老牌无限流经典名单里，借用点主要是“副本—团队—竞速求生”的标准作业流。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,最终进化,卷土,世界观/电影副本+进化路线,起点,高,中,用电影副本喂出进化流,起点官方明确它是“诸天无限”，核心又是电影世界穿梭与进化路线，这种投放方式后来在诸天文里几乎成了标准接口。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,无尽武装,缘分0,势力/规则博弈/队伍型无限流,纵横系传播圈,高,中,血腥都市里靠脑子赢规则,微信读书作者页把它列为缘分 0 的代表作，书旗页能确认它就是时空穿梭类；它的可借点在“规则城市+队伍博弈”，不是单副本。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,主神大道,古月居士,世界观/幕后造主神游戏,起点,中,中,主角自己搭主神空间,起点页和微信读书页都能看到它不是“进主神”，而是“造主神”，这个位置一换，后面整批“幕后流+主神流”都能顺手接。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,影视世界旅行家,昨夜大雨,开局情境/任务式影视诸天,起点,高,中,每进一部片都当一份工,起点官方写得很清楚：每部电影都是一段旅程；站外回顾又把昨夜大雨定成“时空位面文代表性作家”，说明这条线是有公共认知的。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,诸天投影,裴屠狗,爽点机制/投影诸天挑战强者,起点,高,中,镜映诸天拿名人当台阶,京东电子版和微信读书都能确认“诸天投影镜”的核心装置；能被借的不是穿越本身，而是“以诸天名角做挑战梯子”的效率感。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,诸天尽头,凤嘲凰,爽点机制/系统抽卡式诸天,起点,高,中,抽卡挂件跑遍影视神怪,起点与 QQ 阅读都把“系统+诸天穿梭+无限可能”写死，属于很典型的后继变体，适合拿来做轻快型诸天文模版。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,从姑获鸟开始,活儿该,世界观/中国神话化无限副本,起点,中,中,无限流里塞山海经血统,起点官方和相关说明都点到它把国术、传统故事、山海经元素往时空穿梭里压，这种“中式神话化副本”很有原型价值。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,同时穿越了99个世界,凤嘲凰,叙事装置/多世界自我互通,起点,高,中,一百个自己互相做外挂,起点页和书单页都明确了“99个自己互通有无”，这其实是后面“同时穿越流”的极简说明书，只是公开溯源证据还偏社区。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,漫游在影视世界,不是马里奥,叙事装置/现实职业+位面打工,起点,高,中,演员拿穿梭系统跑片场,起点页和 QQ 阅读都给出完整提要，它把诸天流从“闯关”改成了“职业体验”，这是后面很多影视诸天文更爱借的姿势。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,会穿越的外交官,昨夜大雨,开局情境/职业身份驱动诸天,起点,中,中,外交官身份串起多位面,昨夜大雨的代表作盘点与起点站外书单都稳定提到它，核心可借的是“先给职业，再给位面”的驱动方式。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,电影世界大抽奖,熊猫胖大,爽点机制/抽奖式电影位面流,起点,中,中,过一部片抽一次世界奖励,起点官方把“过电影任务后大抽奖”写得非常直白，这种奖励机制后来被很多影视诸天文直接借壳；但更像装置原型，不是大世界母型。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,嫡谋,面北眉南,势力/宅斗权谋/成长表,起点女生,高,高,重生嫡女先保家再谋天下,起点页、出版报道和读者盘点都把它当宅斗经典，真正被借的是“先护家族基本盘，再层层拆幕后局”的推进顺序。 ｜级别强,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,名门闺杀,面北眉南,势力/门第博弈/宅斗技法,起点女生,高,高,端庄闺秀在后宅做权谋,多个宅斗经典盘点都把它长期列入必提名单，说明后人借的不只是“重生”，而是“门第秩序内做精细博弈”的做法。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,庶难从命,云霓,开局情境/庶女翻盘逻辑,起点女生,高,中,庶女从被动求生到掌局,起点页能确认它的书与作者，宅斗盘点里又长期把它和《名门闺杀》《嫡谋》并列，说明“庶女线”的结构价值一直在。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,媚公卿,林家成,世界观/魏晋门阀风骨宅斗,起点女生,高,中,重生到魏晋门第里翻身,起点页把“魏晋时代、门第、风骨、机谋”写得很清楚，它最值得借的是时代皮相和门第秩序，不是单纯大女主复仇。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,重生之将门毒后,千山茶客,爽点机制/重生复仇+权谋配婚,潇湘书院,高,高,废后重开一局先灭仇家,微信读书把它称作现象级代表作，新浪读书也点名它是潇湘重点扶持的现象级古言重生爽文，这种“重生复仇+强势婚配”后来太常见了。 ｜级别强,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,锦桐,闲听落花,叙事装置/双重生视角差,起点女生,高,中,两个重生者抢解释权,起点页和微信读书都点明它不是单边重生，而是双重生，这个装置后来常被借去制造信息差与命运对冲。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,覆手繁华,云霓,势力/宅斗接政斗的扩圈法,起点女生,高,中,后宅破案再伸进朝局,起点页与读者整理都把它概括成“宅斗政斗双重生”，这类从家宅一路抬到朝局的扩圈方式，特别适合拿来搭长篇骨架。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,夫人你马甲又掉了,一路烦花,爽点机制/马甲掉落+豪门打脸,潇湘系传播圈,高,高,乡下转学生层层掉马甲,文本自带“专注扒马”标签，快看漫画的人气又极高，这套“低配表象—身份反转—一次次掉马”后来几乎成了女频短爽文的公共装置。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,如果蜗牛有爱情,丁墨,叙事装置/刑侦甜宠双线,晋江,高,中,小白师徒在案件里谈恋爱,晋江原页能证实题材，央广又说它连载时横扫晋江月榜季榜半年榜；它常被借的是“刑侦主线+感情副线”这套稳态结构。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,他来了，请闭眼,丁墨,叙事装置/犯罪心理+苏感男主,晋江,高,高,天才侧写师带女主办大案,维基条目直接提到它在女性文学界成功引领“推理言情”的风潮，晋江原页与央广报道也都能坐实其高传播性，这个 B 可以抬高。 ｜级别强,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,candidate,宫斗不如养条狗,风流书呆,开局情境/宫斗视角反转,晋江,高,中,狗皇帝旁观后宫看真相,晋江原页和作者专栏都能证实它是作者代表作品之一，最容易被借的地方是“换视角看宫斗”，不是传统宠妃路线。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,神印王座,唐家三少,势力/圣殿体系/骑士升级,起点,高,低,六大圣殿养成救世骑士,起点与条目页都能证明它热度很高、衍生很强，但公开检索里更容易看到的是名气而不是它被后续作品当作新母型来反复点名。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,酒神,唐家三少,世界观/五行魔法/职业锚点,起点,高,低,调酒师转生五行大陆,起点页和更名资料都说明它很火、设定也完整，但“调酒师+五行大陆”更像作者个人花活，后续通用骨架外溢不算明显。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,惟我独仙,唐家三少,爽点机制/早期仙侠 YY 感,早期网络连载,高,低,天马行空仙侠后宫爽法,公开可证的是它属于三少早期代表作与启蒙向爆款，但“被后人当模板借”的公开链条很弱，所以只进爆款表。 ｜级别弱,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,天才医生,柳下挥,人设/神医男主+都市名流局,纵横,高,低,神医进城一路打脸治病,纵横主页和作者访谈都证明它是柳下挥代表作之一、热度很高，但更像成熟都市爽文的头部样本，不像新骨架源头。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,慕南枝,吱吱,开局情境/女主重生先抢婚,起点女生,高,低,郡主重生先改婚配局,起点页和微信读书都能看出它热度很高，但公开讨论更多落在角色与情感推进上，模板外溢证据没有强到能抬 B。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,春闺梦里人,白鹭成双,开局情境/魂穿宅门+婚姻博弈,站外言情传播圈,高,低,魂穿恶妻重打豪门婚局,它的传播声量很大，白鹭成双代表作序列里也常提这本，但首发和“被后人拿去拆骨架”的公开链条都不够稳，只能保守处理。 ｜级别弱,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,良陈美锦,沉香灰烬,宅斗/回炉重开/大叔权臣配,站外言情传播圈,高,低,嫡女重生成熟回炉再选夫,这本在读者与实体市场里的存在感很强，京东也能看到持续高热，但更像“重生宅斗精品大热书”，不是公开承认度很高的母型源头。 ｜级别弱,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,格子间女人,舒仪,职场/晋升逻辑/办公室关系学,早期网络连载后出版,高,低,销售线女主在格子间上升,书页明确说它连载时原名《令我像花一样盛开》，又被不少文章拿来当职场言情经典，但公开“后人模仿链”还是太弱。 ｜级别中,2026-07-18T15:44:24+08:00
p1_batch04_hotlist.md,ST-002,heat_only,翻译官,缪娟,职场/高翻职业想象/高干恋,早期网络连载,高,低,高翻职业梦包住高干恋爱,中国作家网明确说它不同于一般青春言情，靠职场背景和高翻场景出圈；问题是后来更多人借的是“翻译官职业幻想”，不是全书骨架。 ｜级别中,2026-07-18T15:44:24+08:00
